edge_id,u,v,edge_length_m,estimated_travel_time,routing_cost,static_cost,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count,zone,direction,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,zone_type,static_component,graph_component
661,220,1540,69.5,10.01,119.2,69.5,25.0,0.43,0.315,0.7138,0.553,0.4097,0.6567,0.594,0.6768,0.3895,0.4802,0.1125,0.4508,0.4668,0.3432,0.42,6.285,0.59,0.233,0.3228,0.4922,0.446,4.25,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Tate Lane,residential,residential,none,7.5m,SafeZone,0,0
662,221,247,22.28,2.67,39.25,22.28,30.0,0.285,0.525,0.8325,0.6425,0.243,0.739,0.641,0.671,0.423,0.526,0.1405,0.388,0.5095,0.3005,0.4235,5.02,0.6755,0.2255,0.321,0.5215,0.4585,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,3rd Cross Road,residential,residential,none,7.5m,SafeZone,0,0
663,221,325,27.44,3.29,47.13,27.44,30.0,0.3733,0.5683,0.778,0.5332,0.3922,0.7638,0.6013,0.6962,0.3833,0.4963,0.1502,0.4233,0.534,0.3028,0.3987,3.5,0.6373,0.1898,0.3377,0.4805,0.4702,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,3rd Cross Road,residential,residential,none,7.5m,SafeZone,0,0
664,221,1460,29.43,3.53,50.97,29.43,30.0,0.255,0.595,0.7825,0.5515,0.2245,0.7895,0.5995,0.6625,0.419,0.485,0.162,0.3725,0.524,0.3135,0.413,3.405,0.638,0.2505,0.3725,0.463,0.5015,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,3rd Cross Road,residential,residential,none,7.5m,SafeZone,0,0
665,221,1524,24.64,2.96,41.95,24.64,30.0,0.3875,0.485,0.745,0.545,0.2852,0.6102,0.609,0.6728,0.3768,0.5078,0.133,0.4235,0.5377,0.3147,0.402,4.605,0.6015,0.156,0.35,0.479,0.4515,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,3rd Cross Road,residential,residential,none,7.5m,SafeZone,0,0
666,222,244,63.8,7.66,108.56,63.8,30.0,0.385,0.2858,0.7103,0.6043,0.1375,0.4231,0.5897,0.6894,0.3811,0.4763,0.1038,0.4114,0.3687,0.3833,0.4248,8.73,0.5533,0.2196,0.3623,0.4643,0.4482,2.6667,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brigade Road Cross,residential,residential,none,7.5m,SafeZone,0,0
667,222,1482,28.2,4.06,47.38,28.2,25.0,0.49,0.3775,0.6718,0.517,0.146,0.4318,0.6005,0.7378,0.3558,0.4615,0.1042,0.4117,0.3532,0.396,0.4002,3.445,0.5605,0.1822,0.333,0.4245,0.4558,2.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brigade Road Cross,residential,residential,none,7.5m,SafeZone,0,0
668,222,1582,45.65,5.48,78.47,45.65,30.0,0.365,0.4375,0.7132,0.5645,0.147,0.4098,0.596,0.7138,0.3332,0.5005,0.0938,0.5052,0.4622,0.347,0.3922,6.12,0.6535,0.2252,0.389,0.5,0.4008,2.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brigade Road Cross,residential,residential,none,7.5m,SafeZone,0,0
669,223,228,52.86,6.34,88.75,52.86,30.0,0.435,0.695,0.764,0.608,0.1575,0.6635,0.629,0.7715,0.403,0.5405,0.129,0.4765,0.5815,0.3395,0.371,10.995,0.616,0.177,0.3465,0.5495,0.4575,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Bovie Lane,residential,residential,none,7.5m,SafeZone,0,0
670,223,1550,77.28,11.13,127.35,77.28,25.0,0.24,0.64,0.6855,0.573,0.2145,0.5965,0.6245,0.6945,0.3165,0.4795,0.121,0.378,0.526,0.339,0.3605,7.92,0.575,0.2325,0.2945,0.49,0.4235,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Bovie Lane,residential,residential,none,7.5m,SafeZone,0,0
671,224,235,12.47,1.12,21.69,12.47,40.0,0.2975,0.495,0.8045,0.74,0.2937,0.341,0.7108,0.8315,0.263,0.571,0.0928,0.5317,0.513,0.2935,0.3882,1.355,0.703,0.1387,0.4472,0.615,0.3103,3.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
672,224,252,51.94,9.35,88.78,51.94,20.0,0.4475,0.375,0.719,0.623,0.2352,0.2945,0.6022,0.7205,0.3235,0.4415,0.1432,0.4398,0.3695,0.392,0.3948,5.61,0.6295,0.0772,0.2997,0.4595,0.3902,3.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
673,225,256,80.12,9.61,136.79,80.12,30.0,0.3417,0.3592,0.7228,0.5202,0.2499,0.4624,0.6162,0.701,0.4212,0.4476,0.1152,0.4157,0.4782,0.3526,0.4154,10.83,0.5839,0.2022,0.3147,0.437,0.4142,5.3333,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Rest House Road,residential,residential,none,7.5m,SafeZone,0,0
674,225,366,98.81,11.86,167.34,98.81,30.0,0.4325,0.3825,0.693,0.5175,0.2312,0.3885,0.589,0.7075,0.4028,0.4622,0.097,0.464,0.4725,0.3348,0.398,8.995,0.5912,0.2145,0.3443,0.451,0.3795,5.25,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Rest House Road,residential,residential,none,7.5m,SafeZone,0,0
675,226,257,54.93,4.94,94.86,54.93,40.0,0.395,0.62,0.7425,0.7285,0.1255,0.4525,0.8205,0.9495,0.214,0.656,0.154,0.6705,0.6535,0.1845,0.32,7.53,0.8135,0.1295,0.5745,0.6595,0.296,3.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Mahatma Gandhi Road,primary,primary,none,7.5m,SafeZone,2,0
676,227,1503,87.36,10.48,153.4,87.36,30.0,0.455,0.335,0.7695,0.6015,0.2715,0.4185,0.7365,0.837,0.2145,0.654,0.1295,0.6615,0.5885,0.1835,0.366,9.17,0.78,0.211,0.5085,0.6545,0.276,4.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Magrath Road,primary,primary,none,7.5m,SafeZone,0,0
677,228,1520,44.33,5.32,75.02,44.33,30.0,0.33,0.595,0.7015,0.517,0.1395,0.3685,0.606,0.7045,0.404,0.4845,0.1595,0.445,0.545,0.358,0.388,9.185,0.6085,0.115,0.3775,0.5005,0.4205,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
678,228,1550,63.16,9.1,104.75,63.16,25.0,0.345,0.645,0.6855,0.553,0.069,0.404,0.6025,0.7,0.3085,0.488,0.125,0.4175,0.5275,0.3595,0.3615,4.885,0.594,0.1385,0.35,0.5005,0.361,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
679,229,247,31.03,3.72,54.78,31.03,30.0,0.33,0.4075,0.7468,0.6173,0.223,0.569,0.6182,0.6662,0.4618,0.489,0.0857,0.383,0.517,0.353,0.4398,3.62,0.652,0.1868,0.32,0.4852,0.4698,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Markham Road,residential,residential,none,7.5m,SafeZone,0,0
680,229,1460,22.29,2.68,38.71,22.29,30.0,0.3,0.4775,0.6968,0.5262,0.2045,0.6195,0.5768,0.6578,0.4578,0.448,0.1072,0.3675,0.5315,0.366,0.4292,2.005,0.6145,0.2118,0.3715,0.4268,0.5128,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Markham Road,residential,residential,none,7.5m,SafeZone,0,0
681,230,302,63.09,7.57,107.45,63.09,30.0,0.3525,0.325,0.6822,0.4829,0.3236,0.5598,0.5988,0.6774,0.3978,0.4922,0.1359,0.4151,0.5106,0.3251,0.4125,7.585,0.581,0.166,0.3265,0.456,0.4379,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Albert Street,residential,residential,none,7.5m,SafeZone,0,0
682,230,1546,64.84,7.78,112.28,64.84,30.0,0.3425,0.32,0.718,0.5124,0.2049,0.6358,0.602,0.7086,0.4322,0.4972,0.1154,0.4176,0.4579,0.3489,0.4318,7.16,0.5995,0.149,0.3598,0.4792,0.4649,5.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Albert Street,residential,residential,none,7.5m,SafeZone,0,0
683,230,1557,65.27,7.83,111.21,65.27,30.0,0.375,0.34,0.675,0.5239,0.2496,0.3933,0.5668,0.6976,0.4025,0.5025,0.0889,0.4514,0.4994,0.3016,0.4062,7.945,0.5952,0.1912,0.3585,0.471,0.4181,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Albert Street,residential,residential,none,7.5m,SafeZone,0,0
684,230,1559,80.59,11.61,138.43,80.59,25.0,0.445,0.385,0.693,0.4909,0.2626,0.5752,0.5732,0.6941,0.3335,0.4895,0.1399,0.4344,0.4729,0.3106,0.4112,7.72,0.6127,0.0978,0.3325,0.4635,0.4331,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Albert Street,residential,residential,none,7.5m,SafeZone,0,0
685,231,258,52.68,4.74,91.84,52.68,40.0,0.335,0.545,0.8268,0.6562,0.2912,0.442,0.716,0.8598,0.2885,0.6305,0.158,0.5788,0.5855,0.2362,0.3742,4.74,0.7385,0.193,0.4558,0.641,0.3285,3.75,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Kamaraj Road,secondary,secondary,none,7.5m,SafeZone,2,0
686,231,1517,13.19,1.19,22.73,13.19,40.0,0.275,0.405,0.7602,0.6325,0.149,0.4045,0.7018,0.8205,0.332,0.5722,0.1267,0.5595,0.5775,0.238,0.3792,8.485,0.6872,0.1235,0.4562,0.5712,0.356,3.75,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Kamaraj Road,secondary,secondary,none,7.5m,SafeZone,2,0
687,231,1570,59.11,6.08,103.37,59.11,35.0,0.3975,0.5,0.7323,0.6475,0.222,0.424,0.6918,0.816,0.3133,0.6158,0.146,0.617,0.563,0.2705,0.3882,4.77,0.7212,0.1802,0.4522,0.6558,0.3555,3.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Kamaraj Road,secondary,secondary,none,7.5m,SafeZone,2,0
688,232,240,136.8,16.42,237.7,136.8,30.0,0.13,0.455,0.8108,0.6382,0.3792,0.626,0.6262,0.6665,0.376,0.4673,0.0922,0.3452,0.4552,0.3288,0.4375,12.49,0.6002,0.2022,0.3612,0.4328,0.455,5.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brunton Cross Road,residential,residential,none,7.5m,SafeZone,0,0
689,232,242,76.03,13.69,129.95,76.03,20.0,0.23,0.435,0.7222,0.5953,0.2188,0.5,0.6538,0.7095,0.308,0.4862,0.0968,0.3708,0.4448,0.3188,0.398,9.63,0.6222,0.1438,0.3872,0.4492,0.3895,5.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brunton Cross Road,residential,residential,none,7.5m,SafeZone,0,0
690,232,1492,161.05,19.33,274.01,161.05,30.0,0.13,0.405,0.7362,0.5302,0.2748,0.5545,0.5538,0.6485,0.3835,0.4892,0.1317,0.3542,0.4962,0.3338,0.4145,9.355,0.5738,0.1552,0.3782,0.4518,0.4455,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brunton Cross Road,residential,residential,none,7.5m,SafeZone,0,0
691,233,250,40.24,7.24,68.81,40.24,20.0,0.395,0.485,0.6868,0.577,0.3618,0.5207,0.6647,0.7425,0.3115,0.5118,0.1242,0.3877,0.4943,0.269,0.396,4.125,0.6277,0.2163,0.3603,0.5112,0.3812,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
692,233,295,41.21,5.93,69.87,41.21,25.0,0.365,0.55,0.719,0.5277,0.2948,0.5835,0.6422,0.7218,0.3722,0.48,0.0975,0.4077,0.5083,0.3113,0.392,8.38,0.6065,0.2045,0.346,0.49,0.417,5.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
693,233,1515,44.82,6.45,77.18,44.82,25.0,0.3925,0.43,0.7212,0.5322,0.4035,0.7203,0.646,0.7312,0.3735,0.4742,0.1315,0.3995,0.5118,0.284,0.4072,7.435,0.6293,0.2105,0.3672,0.4802,0.4518,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
694,233,1527,67.73,12.19,115.56,67.73,20.0,0.325,0.595,0.7265,0.5825,0.3495,0.3805,0.6475,0.731,0.332,0.4615,0.1095,0.377,0.5195,0.284,0.3935,7.92,0.6255,0.155,0.349,0.457,0.382,5.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
695,233,1541,40.66,5.85,70.66,40.66,25.0,0.375,0.5825,0.7055,0.5262,0.336,0.6145,0.651,0.7008,0.3802,0.4912,0.1005,0.4278,0.4928,0.3133,0.4178,4.135,0.6405,0.1485,0.3598,0.4878,0.4438,5.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
696,233,1556,44.19,6.36,75.05,44.19,25.0,0.32,0.425,0.7315,0.578,0.3465,0.7115,0.653,0.71,0.367,0.4865,0.0995,0.4205,0.458,0.3075,0.403,3.995,0.5905,0.174,0.3735,0.4885,0.458,5.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
697,234,329,44.64,5.36,76.01,44.64,30.0,0.3025,0.3875,0.703,0.565,0.159,0.5063,0.6462,0.6625,0.42,0.455,0.094,0.433,0.5408,0.2962,0.4002,3.385,0.6048,0.1783,0.3338,0.4615,0.4252,7.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,3rd Street,residential,residential,none,7.5m,SafeZone,0,0
698,234,1515,46.02,5.52,78.23,46.02,30.0,0.3475,0.3,0.7588,0.5658,0.2745,0.5898,0.6475,0.7012,0.4175,0.4642,0.1145,0.422,0.5362,0.2775,0.3952,5.49,0.6093,0.1595,0.3448,0.4732,0.4212,7.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,3rd Street,residential,residential,none,7.5m,SafeZone,0,0
699,234,1556,39.36,4.72,65.97,39.36,30.0,0.275,0.295,0.769,0.6115,0.2175,0.581,0.6545,0.68,0.411,0.4765,0.0825,0.443,0.4825,0.301,0.391,2.05,0.5705,0.123,0.351,0.4815,0.4275,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,3rd Street,residential,residential,none,7.5m,SafeZone,0,0
700,235,252,52.88,6.35,90.84,52.88,30.0,0.29,0.57,0.7465,0.728,0.2325,0.4865,0.7285,0.796,0.2055,0.5855,0.1225,0.499,0.4865,0.3015,0.3675,5.335,0.7005,0.1295,0.4365,0.6255,0.353,3.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Magrath Road,primary,primary,none,7.5m,SafeZone,0,0
701,236,1485,94.34,7.55,160.81,94.34,45.0,0.305,0.45,0.735,0.6285,0.2365,0.229,0.7635,0.951,0.1865,0.693,0.1,0.6465,0.625,0.1905,0.3105,8.44,0.788,0.196,0.6115,0.707,0.223,3.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Dickenson Road,primary,primary,none,7.5m,SafeZone,0,0
702,237,363,81.4,6.17,138.47,81.4,47.5,0.43,0.31,0.666,0.634,0.1815,0.466,0.767,0.8755,0.206,0.5635,0.111,0.677,0.606,0.282,0.369,3.21,0.664,0.172,0.5325,0.6115,0.3265,4.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,primary_link,primary_link,none,7.5m,SafeZone,0,0
703,237,1598,55.39,4.2,94.23,55.39,47.5,0.28,0.23,0.729,0.606,0.209,0.184,0.728,0.866,0.2425,0.5675,0.1395,0.6775,0.592,0.261,0.3605,5.58,0.6815,0.2015,0.4905,0.6335,0.299,4.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,primary_link,primary_link,none,7.5m,SafeZone,0,0
704,237,1599,42.19,3.2,71.14,42.19,47.5,0.43,0.395,0.703,0.5675,0.1935,0.387,0.7625,0.877,0.2105,0.548,0.179,0.711,0.6125,0.241,0.348,4.405,0.676,0.1885,0.494,0.557,0.3095,4.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,primary_link,primary_link,none,7.5m,SafeZone,0,0
705,238,247,29.45,3.53,51.76,29.45,30.0,0.2225,0.4525,0.763,0.6238,0.1912,0.5232,0.6302,0.6655,0.4708,0.51,0.1232,0.3625,0.5112,0.3328,0.4442,3.63,0.6272,0.1832,0.2995,0.5417,0.4368,6.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,1st Cross Road,residential,residential,none,7.5m,SafeZone,0,0
706,238,325,23.44,2.81,40.17,23.44,30.0,0.3108,0.4958,0.7085,0.5144,0.3404,0.5481,0.5906,0.6907,0.4311,0.4803,0.1329,0.3978,0.5357,0.3351,0.4194,2.11,0.5891,0.1476,0.3162,0.5008,0.4484,6.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,1st Cross Road,residential,residential,none,7.5m,SafeZone,0,0
707,239,1469,26.15,3.77,44.97,26.15,25.0,0.2762,0.4825,0.641,0.52,0.1638,0.3464,0.599,0.6802,0.4015,0.4924,0.1578,0.3996,0.4951,0.3198,0.4244,2.88,0.59,0.1135,0.3591,0.504,0.4325,7.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
708,240,248,96.07,11.53,172.43,96.07,30.0,0.23,0.405,0.8155,0.728,0.389,0.6965,0.646,0.677,0.4385,0.48,0.1135,0.3795,0.417,0.3235,0.4705,10.49,0.6485,0.2265,0.377,0.4715,0.5075,4.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brunton Cross Road,residential,residential,none,7.5m,SafeZone,0,0
709,240,252,93.61,16.85,162.16,93.61,20.0,0.28,0.51,0.769,0.661,0.3225,0.5985,0.639,0.6705,0.3505,0.4535,0.1185,0.3595,0.3975,0.373,0.423,10.905,0.6185,0.1395,0.3205,0.4465,0.468,3.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brunton Cross Road,residential,residential,none,7.5m,SafeZone,0,0
710,241,1489,217.93,26.15,393.59,217.93,30.0,0.43,0.575,0.717,0.642,0.1655,0.6045,0.652,0.684,0.4545,0.503,0.164,0.447,0.4725,0.3605,0.473,3.27,0.666,0.2,0.291,0.47,0.4415,5.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
711,242,1492,85.38,15.37,146.19,85.38,20.0,0.22,0.5,0.714,0.56,0.206,0.5595,0.613,0.681,0.3745,0.492,0.108,0.3465,0.4825,0.341,0.4095,6.225,0.6055,0.1055,0.395,0.4585,0.428,5.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brunton Road,unclassified,unclassified,none,7.5m,SafeZone,0,0
712,242,1493,127.52,22.95,218.13,127.52,20.0,0.34,0.47,0.6415,0.558,0.1245,0.458,0.6345,0.689,0.3765,0.464,0.0715,0.3935,0.47,0.358,0.4,9.375,0.621,0.1225,0.361,0.4685,0.399,5.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brunton Road,unclassified,unclassified,none,7.5m,SafeZone,0,0
713,243,359,79.45,9.86,138.03,79.45,29.0,0.3025,0.49,0.756,0.5855,0.1625,0.3935,0.6102,0.7475,0.332,0.5532,0.1605,0.4883,0.4982,0.314,0.412,7.305,0.6505,0.1995,0.4288,0.5475,0.3902,3.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Main Guard Cross Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
714,243,2231,159.24,19.11,276.47,159.24,30.0,0.3825,0.37,0.851,0.5985,0.323,0.44,0.6708,0.7595,0.287,0.6378,0.1435,0.5178,0.4962,0.271,0.3895,14.39,0.6935,0.17,0.4428,0.601,0.3872,3.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Main Guard Cross Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
715,244,1482,42.81,6.16,72.04,42.81,25.0,0.455,0.4083,0.6965,0.4913,0.1585,0.4023,0.5972,0.7247,0.3403,0.4678,0.1185,0.4177,0.3745,0.3833,0.3985,7.535,0.5688,0.1623,0.3253,0.4478,0.4425,2.6667,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,4th Cross Road,residential,residential,none,7.5m,SafeZone,0,0
716,245,369,85.87,10.3,145.29,85.87,30.0,0.3175,0.42,0.609,0.4838,0.1998,0.304,0.5845,0.7205,0.3482,0.4895,0.1268,0.3922,0.3898,0.3805,0.3985,8.03,0.587,0.1245,0.3552,0.505,0.3938,4.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Church Street,unclassified,unclassified,none,7.5m,SafeZone,0,0
717,245,2252,90.98,10.92,156.07,90.98,30.0,0.2625,0.5275,0.7577,0.5492,0.1348,0.5588,0.654,0.7638,0.3502,0.5325,0.1272,0.5008,0.4862,0.3615,0.3865,15.71,0.658,0.1555,0.3782,0.5192,0.4212,4.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Church Street,unclassified,unclassified,none,7.5m,SafeZone,0,0
718,246,1518,30.58,3.67,50.93,30.58,30.0,0.2275,0.545,0.6995,0.5945,0.4192,0.193,0.5755,0.6805,0.3862,0.4458,0.1312,0.4038,0.4962,0.3462,0.3812,2.815,0.5682,0.175,0.3325,0.429,0.3922,5.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Bovie Lane,residential,residential,none,7.5m,SafeZone,0,0
719,249,258,13.75,1.24,24.43,13.75,40.0,0.4825,0.565,0.875,0.6962,0.4122,0.637,0.7203,0.8472,0.3202,0.6378,0.16,0.5922,0.5745,0.2408,0.3785,1.275,0.7978,0.1602,0.444,0.6478,0.3935,3.75,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brigade Road,secondary,secondary,none,7.5m,SafeZone,2,0
720,249,1570,7.24,0.74,12.91,7.24,35.0,0.545,0.52,0.7805,0.6875,0.343,0.619,0.696,0.8035,0.345,0.623,0.148,0.6305,0.552,0.275,0.3925,1.305,0.7805,0.1475,0.4405,0.6625,0.4205,3.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brigade Road,secondary,secondary,none,7.5m,SafeZone,2,0
721,249,1580,6.05,0.54,10.55,6.05,40.0,0.39,0.46,0.8565,0.6055,0.404,0.4895,0.68,0.813,0.2745,0.6045,0.16,0.555,0.558,0.2555,0.36,1.41,0.7645,0.168,0.422,0.5935,0.349,4.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Brigade Road,secondary,secondary,none,7.5m,SafeZone,2,0
722,250,1496,20.74,3.73,35.09,20.74,20.0,0.305,0.415,0.6258,0.5135,0.3223,0.6312,0.6292,0.7015,0.3015,0.4863,0.1347,0.3462,0.4673,0.2945,0.419,0.985,0.5452,0.2418,0.3698,0.4577,0.4282,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
723,250,1537,24.3,4.37,41.52,24.3,20.0,0.285,0.3,0.6413,0.5245,0.3648,0.5072,0.5987,0.707,0.3405,0.5153,0.0917,0.3317,0.4328,0.299,0.4245,1.63,0.5687,0.1438,0.3223,0.5222,0.4022,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
724,251,254,87.31,8.98,153.73,87.31,35.0,0.41,0.46,0.883,0.698,0.3155,0.469,0.7155,0.836,0.317,0.602,0.096,0.566,0.506,0.3195,0.3945,5.98,0.7325,0.1635,0.437,0.6355,0.372,3.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Residency Road,primary,primary,none,7.5m,SafeZone,0,0
725,251,255,20.02,1.92,34.82,20.02,37.5,0.365,0.475,0.9,0.6425,0.277,0.474,0.75,0.8545,0.308,0.595,0.1,0.5985,0.563,0.2455,0.369,3.65,0.7415,0.181,0.466,0.619,0.356,3.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Residency Road,primary,primary,none,7.5m,SafeZone,0,0
726,251,1472,49.4,5.08,86.25,49.4,35.0,0.435,0.52,0.8325,0.5835,0.275,0.6865,0.7715,0.9155,0.2205,0.6495,0.133,0.671,0.6015,0.223,0.3385,4.455,0.8145,0.195,0.5595,0.6435,0.372,3.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Residency Road,primary,primary,none,7.5m,SafeZone,0,0
727,251,1549,21.67,2.23,37.85,21.67,35.0,0.26,0.53,0.8605,0.579,0.1555,0.4515,0.728,0.839,0.303,0.6255,0.1205,0.5875,0.575,0.234,0.3755,3.74,0.7425,0.1625,0.524,0.6285,0.3585,3.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Residency Road,primary,primary,none,7.5m,SafeZone,0,0
728,253,1476,31.83,3.82,55.72,31.83,30.0,0.4575,0.4975,0.6915,0.6222,0.0818,0.3985,0.6173,0.7383,0.3732,0.516,0.0705,0.4362,0.5335,0.2975,0.416,2.875,0.6698,0.1875,0.2962,0.5212,0.398,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Markham Road,residential,residential,none,7.5m,SafeZone,0,0
729,253,1534,25.15,3.02,43.7,25.15,30.0,0.375,0.625,0.7105,0.58,0.0285,0.6405,0.6165,0.7025,0.399,0.5085,0.076,0.4235,0.5445,0.297,0.4235,3.045,0.629,0.167,0.3105,0.522,0.4605,6.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,Markham Road,residential,residential,none,7.5m,SafeZone,0,0
730,254,1472,51.98,6.24,90.16,51.98,30.0,0.505,0.36,0.8105,0.6535,0.2835,0.6045,0.691,0.8465,0.2745,0.5925,0.12,0.575,0.5055,0.3005,0.372,7.045,0.725,0.1655,0.4485,0.558,0.39,2.5,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,3rd Cross Road,residential,residential,none,7.5m,SafeZone,0,0
731,254,1498,89.73,10.77,156.42,89.73,30.0,0.435,0.475,0.8045,0.6635,0.182,0.526,0.648,0.7735,0.314,0.6245,0.1005,0.4735,0.467,0.3475,0.404,12.28,0.6785,0.2075,0.374,0.5895,0.405,3.0,CENTRAL BANGALORE,Bi-directional,Brigade Road,Brigade Road,3rd Cross Road,residential,residential,none,7.5m,SafeZone,0,0
